Tube.ID,unknwn,Box.position,Storage.Box.ID
37,,E7,Sam Gurr 2019 Thresholds Geoduck BOX #12
42,,D1,Sam Gurr 2019 Thresholds Geoduck BOX #12
43,,I9,Sam Gurr 2019 Thresholds Geoduck BOX #12
50,,I6,Sam Gurr 2019 Thresholds Geoduck BOX #12
65,,H8,Sam Gurr 2019 Thresholds Geoduck BOX #12
72,,I8,Sam Gurr 2019 Thresholds Geoduck BOX #12
86,,A5,Sam Gurr 2019 Thresholds Geoduck BOX #12
120,,G7,Sam Gurr 2019 Thresholds Geoduck BOX #12
134,,G2,Sam Gurr 2019 Thresholds Geoduck BOX #12
155,,F6,Sam Gurr 2019 Thresholds Geoduck BOX #12
159,,A7,Sam Gurr 2019 Thresholds Geoduck BOX #12
171,,B9,Sam Gurr 2019 Thresholds Geoduck BOX #12
208,,E2,Sam Gurr 2019 Thresholds Geoduck BOX #12
217,,G8,Sam Gurr 2019 Thresholds Geoduck BOX #12
257,,I5,Sam Gurr 2019 Thresholds Geoduck BOX #12
259,,C4,Sam Gurr 2019 Thresholds Geoduck BOX #12
274,,B7,Sam Gurr 2019 Thresholds Geoduck BOX #12
275,,I2,Sam Gurr 2019 Thresholds Geoduck BOX #12
281,,A6,Sam Gurr 2019 Thresholds Geoduck BOX #12
287,,C8,Sam Gurr 2019 Thresholds Geoduck BOX #12
308,,H5,Sam Gurr 2019 Thresholds Geoduck BOX #12
315,,B5,Sam Gurr 2019 Thresholds Geoduck BOX #12
346,,B4,Sam Gurr 2019 Thresholds Geoduck BOX #12
347,,D4,Sam Gurr 2019 Thresholds Geoduck BOX #12
362,,G4,Sam Gurr 2019 Thresholds Geoduck BOX #12
378,,D3,Sam Gurr 2019 Thresholds Geoduck BOX #12
392,,B1,Sam Gurr 2019 Thresholds Geoduck BOX #12
417,,C6,Sam Gurr 2019 Thresholds Geoduck BOX #12
431,,F5,Sam Gurr 2019 Thresholds Geoduck BOX #12
450,,D7,Sam Gurr 2019 Thresholds Geoduck BOX #12
468,,A3,Sam Gurr 2019 Thresholds Geoduck BOX #12
469,,C3,Sam Gurr 2019 Thresholds Geoduck BOX #12
470,,H2,Sam Gurr 2019 Thresholds Geoduck BOX #12
473,,F4,Sam Gurr 2019 Thresholds Geoduck BOX #12
481,,E1,Sam Gurr 2019 Thresholds Geoduck BOX #12
486,,A9,Sam Gurr 2019 Thresholds Geoduck BOX #12
494,,E9,Sam Gurr 2019 Thresholds Geoduck BOX #12
499,,A8,Sam Gurr 2019 Thresholds Geoduck BOX #12
500,,I4,Sam Gurr 2019 Thresholds Geoduck BOX #12
505,,C7,Sam Gurr 2019 Thresholds Geoduck BOX #12
506,,H7,Sam Gurr 2019 Thresholds Geoduck BOX #12
507,,I7,Sam Gurr 2019 Thresholds Geoduck BOX #12
509,,C9,Sam Gurr 2019 Thresholds Geoduck BOX #12
510,,I3,Sam Gurr 2019 Thresholds Geoduck BOX #12
517,,F1,Sam Gurr 2019 Thresholds Geoduck BOX #12
522,,H3,Sam Gurr 2019 Thresholds Geoduck BOX #12
524,,A4,Sam Gurr 2019 Thresholds Geoduck BOX #12
525,,B6,Sam Gurr 2019 Thresholds Geoduck BOX #12
527,,B3,Sam Gurr 2019 Thresholds Geoduck BOX #12
531,,F9,Sam Gurr 2019 Thresholds Geoduck BOX #12
534,,A2,Sam Gurr 2019 Thresholds Geoduck BOX #12
541,,H9,Sam Gurr 2019 Thresholds Geoduck BOX #12
542,,E8,Sam Gurr 2019 Thresholds Geoduck BOX #12
547,,F8,Sam Gurr 2019 Thresholds Geoduck BOX #12
552,,D5,Sam Gurr 2019 Thresholds Geoduck BOX #12
565,,E3,Sam Gurr 2019 Thresholds Geoduck BOX #12
566,,G5,Sam Gurr 2019 Thresholds Geoduck BOX #12
594,,F7,Sam Gurr 2019 Thresholds Geoduck BOX #12
602,,F3,Sam Gurr 2019 Thresholds Geoduck BOX #12
608,,B8,Sam Gurr 2019 Thresholds Geoduck BOX #12
616,,E4,Sam Gurr 2019 Thresholds Geoduck BOX #12
621,,C1,Sam Gurr 2019 Thresholds Geoduck BOX #12
623,,H1,Sam Gurr 2019 Thresholds Geoduck BOX #12
628,,A1,Sam Gurr 2019 Thresholds Geoduck BOX #12
622,,E5,Sam Gurr 2019 Thresholds Geoduck BOX #12
637,,G6,Sam Gurr 2019 Thresholds Geoduck BOX #12
651,,D6,Sam Gurr 2019 Thresholds Geoduck BOX #12
654,,C5,Sam Gurr 2019 Thresholds Geoduck BOX #12
666,,D9,Sam Gurr 2019 Thresholds Geoduck BOX #12
671,,H4,Sam Gurr 2019 Thresholds Geoduck BOX #12
673,,G9,Sam Gurr 2019 Thresholds Geoduck BOX #12
677,,F2,Sam Gurr 2019 Thresholds Geoduck BOX #12
679,,B2,Sam Gurr 2019 Thresholds Geoduck BOX #12
683,,G3,Sam Gurr 2019 Thresholds Geoduck BOX #12
684,,H6,Sam Gurr 2019 Thresholds Geoduck BOX #12
689,,E6,Sam Gurr 2019 Thresholds Geoduck BOX #12
690,,G1,Sam Gurr 2019 Thresholds Geoduck BOX #12
697,,D8,Sam Gurr 2019 Thresholds Geoduck BOX #12
698,,C2,Sam Gurr 2019 Thresholds Geoduck BOX #12
706,,D2,Sam Gurr 2019 Thresholds Geoduck BOX #12
32,,A8,Sam Gurr 2019 Thresholds Geoduck BOX #13
46,,A3,Sam Gurr 2019 Thresholds Geoduck BOX #13
51,,C8,Sam Gurr 2019 Thresholds Geoduck BOX #13
109,,F9,Sam Gurr 2019 Thresholds Geoduck BOX #13
121,,H5,Sam Gurr 2019 Thresholds Geoduck BOX #13
135,,D3,Sam Gurr 2019 Thresholds Geoduck BOX #13
151,,E1,Sam Gurr 2019 Thresholds Geoduck BOX #13
202,,F7,Sam Gurr 2019 Thresholds Geoduck BOX #13
235,,H3,Sam Gurr 2019 Thresholds Geoduck BOX #13
277,,A4,Sam Gurr 2019 Thresholds Geoduck BOX #13
288,,D9,Sam Gurr 2019 Thresholds Geoduck BOX #13
309,,C6,Sam Gurr 2019 Thresholds Geoduck BOX #13
316,,D2,Sam Gurr 2019 Thresholds Geoduck BOX #13
334,,G7,Sam Gurr 2019 Thresholds Geoduck BOX #13
344,,C4,Sam Gurr 2019 Thresholds Geoduck BOX #13
367,,C9,Sam Gurr 2019 Thresholds Geoduck BOX #13
382,,A9,Sam Gurr 2019 Thresholds Geoduck BOX #13
383,,A2,Sam Gurr 2019 Thresholds Geoduck BOX #13
387,,A7,Sam Gurr 2019 Thresholds Geoduck BOX #13
393,,B7,Sam Gurr 2019 Thresholds Geoduck BOX #13
415,,E9,Sam Gurr 2019 Thresholds Geoduck BOX #13
416,,C7,Sam Gurr 2019 Thresholds Geoduck BOX #13
419,,F1,Sam Gurr 2019 Thresholds Geoduck BOX #13
459,,D1,Sam Gurr 2019 Thresholds Geoduck BOX #13
474,,E4,Sam Gurr 2019 Thresholds Geoduck BOX #13
476,,B3,Sam Gurr 2019 Thresholds Geoduck BOX #13
477,,G6,Sam Gurr 2019 Thresholds Geoduck BOX #13
479,,F2,Sam Gurr 2019 Thresholds Geoduck BOX #13
488,,B5,Sam Gurr 2019 Thresholds Geoduck BOX #13
501,,G8,Sam Gurr 2019 Thresholds Geoduck BOX #13
503,,F3,Sam Gurr 2019 Thresholds Geoduck BOX #13
504,,D5,Sam Gurr 2019 Thresholds Geoduck BOX #13
512,,C2,Sam Gurr 2019 Thresholds Geoduck BOX #13
513,,F8,Sam Gurr 2019 Thresholds Geoduck BOX #13
532,,B1,Sam Gurr 2019 Thresholds Geoduck BOX #13
535,,G9,Sam Gurr 2019 Thresholds Geoduck BOX #13
536,,D7,Sam Gurr 2019 Thresholds Geoduck BOX #13
548,,E6,Sam Gurr 2019 Thresholds Geoduck BOX #13
561,,H4,Sam Gurr 2019 Thresholds Geoduck BOX #13
562,,F5,Sam Gurr 2019 Thresholds Geoduck BOX #13
563,,G3,Sam Gurr 2019 Thresholds Geoduck BOX #13
569,,H1,Sam Gurr 2019 Thresholds Geoduck BOX #13
570,,E8,Sam Gurr 2019 Thresholds Geoduck BOX #13
582,,E2,Sam Gurr 2019 Thresholds Geoduck BOX #13
605,,E5,Sam Gurr 2019 Thresholds Geoduck BOX #13
610,,F6,Sam Gurr 2019 Thresholds Geoduck BOX #13
614,,B9,Sam Gurr 2019 Thresholds Geoduck BOX #13
619,,A1,Sam Gurr 2019 Thresholds Geoduck BOX #13
620,,B8,Sam Gurr 2019 Thresholds Geoduck BOX #13
626,,A5,Sam Gurr 2019 Thresholds Geoduck BOX #13
631,,C1,Sam Gurr 2019 Thresholds Geoduck BOX #13
632,,B4,Sam Gurr 2019 Thresholds Geoduck BOX #13
633,,A6,Sam Gurr 2019 Thresholds Geoduck BOX #13
647,,C5,Sam Gurr 2019 Thresholds Geoduck BOX #13
648,,E7,Sam Gurr 2019 Thresholds Geoduck BOX #13
655,,B2,Sam Gurr 2019 Thresholds Geoduck BOX #13
658,,G2,Sam Gurr 2019 Thresholds Geoduck BOX #13
661,,G5,Sam Gurr 2019 Thresholds Geoduck BOX #13
669,,D8,Sam Gurr 2019 Thresholds Geoduck BOX #13
670,,F4,Sam Gurr 2019 Thresholds Geoduck BOX #13
672,,D6,Sam Gurr 2019 Thresholds Geoduck BOX #13
674,,D4,Sam Gurr 2019 Thresholds Geoduck BOX #13
675,,E3,Sam Gurr 2019 Thresholds Geoduck BOX #13
682,,B6,Sam Gurr 2019 Thresholds Geoduck BOX #13
691,,H2,Sam Gurr 2019 Thresholds Geoduck BOX #13
695,,C3,Sam Gurr 2019 Thresholds Geoduck BOX #13
703,,G4,Sam Gurr 2019 Thresholds Geoduck BOX #13
709,,G1,Sam Gurr 2019 Thresholds Geoduck BOX #13
3,,C8,Sam Gurr 2019 Thresholds Geoduck BOX #14
6,,H8,Sam Gurr 2019 Thresholds Geoduck BOX #14
9,,A3,Sam Gurr 2019 Thresholds Geoduck BOX #14
19,,F2,Sam Gurr 2019 Thresholds Geoduck BOX #14
22,,I6,Sam Gurr 2019 Thresholds Geoduck BOX #14
23,,C3,Sam Gurr 2019 Thresholds Geoduck BOX #14
27,,A2,Sam Gurr 2019 Thresholds Geoduck BOX #14
40,,H1,Sam Gurr 2019 Thresholds Geoduck BOX #14
41,,D7,Sam Gurr 2019 Thresholds Geoduck BOX #14
45,,B2,Sam Gurr 2019 Thresholds Geoduck BOX #14
57,,I4,Sam Gurr 2019 Thresholds Geoduck BOX #14
70,,G7,Sam Gurr 2019 Thresholds Geoduck BOX #14
73,,E9,Sam Gurr 2019 Thresholds Geoduck BOX #14
83,,B5,Sam Gurr 2019 Thresholds Geoduck BOX #14
93,,D4,Sam Gurr 2019 Thresholds Geoduck BOX #14
96,,E1,Sam Gurr 2019 Thresholds Geoduck BOX #14
115,,A9,Sam Gurr 2019 Thresholds Geoduck BOX #14
125,,A5,Sam Gurr 2019 Thresholds Geoduck BOX #14
137,,G4,Sam Gurr 2019 Thresholds Geoduck BOX #14
148,,D9,Sam Gurr 2019 Thresholds Geoduck BOX #14
154,,F8,Sam Gurr 2019 Thresholds Geoduck BOX #14
158,,E7,Sam Gurr 2019 Thresholds Geoduck BOX #14
177,,D1,Sam Gurr 2019 Thresholds Geoduck BOX #14
188,,A7,Sam Gurr 2019 Thresholds Geoduck BOX #14
193,,I9,Sam Gurr 2019 Thresholds Geoduck BOX #14
207,,B7,Sam Gurr 2019 Thresholds Geoduck BOX #14
228,,G6,Sam Gurr 2019 Thresholds Geoduck BOX #14
241,,C9,Sam Gurr 2019 Thresholds Geoduck BOX #14
247,,G1,Sam Gurr 2019 Thresholds Geoduck BOX #14
248,,D2,Sam Gurr 2019 Thresholds Geoduck BOX #14
249,,G8,Sam Gurr 2019 Thresholds Geoduck BOX #14
250,,E8,Sam Gurr 2019 Thresholds Geoduck BOX #14
255,,C7,Sam Gurr 2019 Thresholds Geoduck BOX #14
269,,A4,Sam Gurr 2019 Thresholds Geoduck BOX #14
276,,F6,Sam Gurr 2019 Thresholds Geoduck BOX #14
286,,G2,Sam Gurr 2019 Thresholds Geoduck BOX #14
297,,F5,Sam Gurr 2019 Thresholds Geoduck BOX #14
300,,D3,Sam Gurr 2019 Thresholds Geoduck BOX #14
305,,I7,Sam Gurr 2019 Thresholds Geoduck BOX #14
319,,B3,Sam Gurr 2019 Thresholds Geoduck BOX #14
325,,C2,Sam Gurr 2019 Thresholds Geoduck BOX #14
328,,F4,Sam Gurr 2019 Thresholds Geoduck BOX #14
336,,D6,Sam Gurr 2019 Thresholds Geoduck BOX #14
339,,I1,Sam Gurr 2019 Thresholds Geoduck BOX #14
340,,H7,Sam Gurr 2019 Thresholds Geoduck BOX #14
351,,F7,Sam Gurr 2019 Thresholds Geoduck BOX #14
354,,B6,Sam Gurr 2019 Thresholds Geoduck BOX #14
355,,A6,Sam Gurr 2019 Thresholds Geoduck BOX #14
365,,F9,Sam Gurr 2019 Thresholds Geoduck BOX #14
369,,E2,Sam Gurr 2019 Thresholds Geoduck BOX #14
379,,A1,Sam Gurr 2019 Thresholds Geoduck BOX #14
385,,C6,Sam Gurr 2019 Thresholds Geoduck BOX #14
372,,E5,Sam Gurr 2019 Thresholds Geoduck BOX #14
398,,H5,Sam Gurr 2019 Thresholds Geoduck BOX #14
408,,D8,Sam Gurr 2019 Thresholds Geoduck BOX #14
411,,I2,Sam Gurr 2019 Thresholds Geoduck BOX #14
418,,B1,Sam Gurr 2019 Thresholds Geoduck BOX #14
426,,F3,Sam Gurr 2019 Thresholds Geoduck BOX #14
430,,I5,Sam Gurr 2019 Thresholds Geoduck BOX #14
433,,H2,Sam Gurr 2019 Thresholds Geoduck BOX #14
434,,I3,Sam Gurr 2019 Thresholds Geoduck BOX #14
437,,G9,Sam Gurr 2019 Thresholds Geoduck BOX #14
440,,C5,Sam Gurr 2019 Thresholds Geoduck BOX #14
449,,C4,Sam Gurr 2019 Thresholds Geoduck BOX #14
452,,D5,Sam Gurr 2019 Thresholds Geoduck BOX #14
454,,B4,Sam Gurr 2019 Thresholds Geoduck BOX #14
458,,H4,Sam Gurr 2019 Thresholds Geoduck BOX #14
472,,B9,Sam Gurr 2019 Thresholds Geoduck BOX #14
508,,F1,Sam Gurr 2019 Thresholds Geoduck BOX #14
540,,A8,Sam Gurr 2019 Thresholds Geoduck BOX #14
551,,G5,Sam Gurr 2019 Thresholds Geoduck BOX #14
553,,G3,Sam Gurr 2019 Thresholds Geoduck BOX #14
564,,I8,Sam Gurr 2019 Thresholds Geoduck BOX #14
583,,H3,Sam Gurr 2019 Thresholds Geoduck BOX #14
596,,E4,Sam Gurr 2019 Thresholds Geoduck BOX #14
601,,B8,Sam Gurr 2019 Thresholds Geoduck BOX #14
627,,C1,Sam Gurr 2019 Thresholds Geoduck BOX #14
711,,E3,Sam Gurr 2019 Thresholds Geoduck BOX #14
713,,E6,Sam Gurr 2019 Thresholds Geoduck BOX #14
12,,G1,Sam Gurr 2019 Thresholds Geoduck BOX #15
29,,E7,Sam Gurr 2019 Thresholds Geoduck BOX #15
31,,H8,Sam Gurr 2019 Thresholds Geoduck BOX #15
38,,H3,Sam Gurr 2019 Thresholds Geoduck BOX #15
49,,A4,Sam Gurr 2019 Thresholds Geoduck BOX #15
53,,I7,Sam Gurr 2019 Thresholds Geoduck BOX #15
66,,G5,Sam Gurr 2019 Thresholds Geoduck BOX #15
80,,H5,Sam Gurr 2019 Thresholds Geoduck BOX #15
85,,G8,Sam Gurr 2019 Thresholds Geoduck BOX #15
99,,I1,Sam Gurr 2019 Thresholds Geoduck BOX #15
103,,A5,Sam Gurr 2019 Thresholds Geoduck BOX #15
104,,F4,Sam Gurr 2019 Thresholds Geoduck BOX #15
116,,A7,Sam Gurr 2019 Thresholds Geoduck BOX #15
124,,G3,Sam Gurr 2019 Thresholds Geoduck BOX #15
127,,F2,Sam Gurr 2019 Thresholds Geoduck BOX #15
131,,A9,Sam Gurr 2019 Thresholds Geoduck BOX #15
146,,B1,Sam Gurr 2019 Thresholds Geoduck BOX #15
147,,A3,Sam Gurr 2019 Thresholds Geoduck BOX #15
157,,C9,Sam Gurr 2019 Thresholds Geoduck BOX #15
163,,D5,Sam Gurr 2019 Thresholds Geoduck BOX #15
176,,H7,Sam Gurr 2019 Thresholds Geoduck BOX #15
181,,E6,Sam Gurr 2019 Thresholds Geoduck BOX #15
187,,H9,Sam Gurr 2019 Thresholds Geoduck BOX #15
190,,F9,Sam Gurr 2019 Thresholds Geoduck BOX #15
196,,D7,Sam Gurr 2019 Thresholds Geoduck BOX #15
199,,D6,Sam Gurr 2019 Thresholds Geoduck BOX #15
200,,H1,Sam Gurr 2019 Thresholds Geoduck BOX #15
206,,C8,Sam Gurr 2019 Thresholds Geoduck BOX #15
212,,C2,Sam Gurr 2019 Thresholds Geoduck BOX #15
233,,B4,Sam Gurr 2019 Thresholds Geoduck BOX #15
251,,B3,Sam Gurr 2019 Thresholds Geoduck BOX #15
253,,I6,Sam Gurr 2019 Thresholds Geoduck BOX #15
258,,G2,Sam Gurr 2019 Thresholds Geoduck BOX #15
262,,F1,Sam Gurr 2019 Thresholds Geoduck BOX #15
263,,C6,Sam Gurr 2019 Thresholds Geoduck BOX #15
264,,H4,Sam Gurr 2019 Thresholds Geoduck BOX #15
284,,C1,Sam Gurr 2019 Thresholds Geoduck BOX #15
311,,I2,Sam Gurr 2019 Thresholds Geoduck BOX #15
312,,I5,Sam Gurr 2019 Thresholds Geoduck BOX #15
322,,E3,Sam Gurr 2019 Thresholds Geoduck BOX #15
330,,E5,Sam Gurr 2019 Thresholds Geoduck BOX #15
331,,B6,Sam Gurr 2019 Thresholds Geoduck BOX #15
337,,A8,Sam Gurr 2019 Thresholds Geoduck BOX #15
338,,D9,Sam Gurr 2019 Thresholds Geoduck BOX #15
341,,B9,Sam Gurr 2019 Thresholds Geoduck BOX #15
343,,C3,Sam Gurr 2019 Thresholds Geoduck BOX #15
348,,H2,Sam Gurr 2019 Thresholds Geoduck BOX #15
349,,A2,Sam Gurr 2019 Thresholds Geoduck BOX #15
370,,I4,Sam Gurr 2019 Thresholds Geoduck BOX #15
374,,B2,Sam Gurr 2019 Thresholds Geoduck BOX #15
394,,E2,Sam Gurr 2019 Thresholds Geoduck BOX #15
397,,B7,Sam Gurr 2019 Thresholds Geoduck BOX #15
400,,C5,Sam Gurr 2019 Thresholds Geoduck BOX #15
414,,D8,Sam Gurr 2019 Thresholds Geoduck BOX #15
423,,E1,Sam Gurr 2019 Thresholds Geoduck BOX #15
425,,D4,Sam Gurr 2019 Thresholds Geoduck BOX #15
432,,E9,Sam Gurr 2019 Thresholds Geoduck BOX #15
435,,I9,Sam Gurr 2019 Thresholds Geoduck BOX #15
441,,F6,Sam Gurr 2019 Thresholds Geoduck BOX #15
464,,F5,Sam Gurr 2019 Thresholds Geoduck BOX #15
478,,B8,Sam Gurr 2019 Thresholds Geoduck BOX #15
511,,D3,Sam Gurr 2019 Thresholds Geoduck BOX #15
516,,C7,Sam Gurr 2019 Thresholds Geoduck BOX #15
550,,G6,Sam Gurr 2019 Thresholds Geoduck BOX #15
556,,F7,Sam Gurr 2019 Thresholds Geoduck BOX #15
581,,D2,Sam Gurr 2019 Thresholds Geoduck BOX #15
591,,A6,Sam Gurr 2019 Thresholds Geoduck BOX #15
593,,E4,Sam Gurr 2019 Thresholds Geoduck BOX #15
600,,D1,Sam Gurr 2019 Thresholds Geoduck BOX #15
603,,C4,Sam Gurr 2019 Thresholds Geoduck BOX #15
607,,A1,Sam Gurr 2019 Thresholds Geoduck BOX #15
609,,H6,Sam Gurr 2019 Thresholds Geoduck BOX #15
634,,E8,Sam Gurr 2019 Thresholds Geoduck BOX #15
641,,G4,Sam Gurr 2019 Thresholds Geoduck BOX #15
650,,G9,Sam Gurr 2019 Thresholds Geoduck BOX #15
660,,B5,Sam Gurr 2019 Thresholds Geoduck BOX #15
668,,I8,Sam Gurr 2019 Thresholds Geoduck BOX #15
676,,G7,Sam Gurr 2019 Thresholds Geoduck BOX #15
680,,F8,Sam Gurr 2019 Thresholds Geoduck BOX #15
693,,I3,Sam Gurr 2019 Thresholds Geoduck BOX #15
704,,F3,Sam Gurr 2019 Thresholds Geoduck BOX #15
741,,C3,Sam Gurr 2019 Thresholds Geoduck BOX #16
717,,I8,Sam Gurr 2019 Thresholds Geoduck BOX #16
726,,A9,Sam Gurr 2019 Thresholds Geoduck BOX #16
729,,D4,Sam Gurr 2019 Thresholds Geoduck BOX #16
734,,C9,Sam Gurr 2019 Thresholds Geoduck BOX #16
737,,I5,Sam Gurr 2019 Thresholds Geoduck BOX #16
752,,H8,Sam Gurr 2019 Thresholds Geoduck BOX #16
764,,D3,Sam Gurr 2019 Thresholds Geoduck BOX #16
767,,B3,Sam Gurr 2019 Thresholds Geoduck BOX #16
779,,F6,Sam Gurr 2019 Thresholds Geoduck BOX #16
783,,I1,Sam Gurr 2019 Thresholds Geoduck BOX #16
746,,A6,Sam Gurr 2019 Thresholds Geoduck BOX #16
766,,H7,Sam Gurr 2019 Thresholds Geoduck BOX #16
797,,A1,Sam Gurr 2019 Thresholds Geoduck BOX #16
800,,H6,Sam Gurr 2019 Thresholds Geoduck BOX #16
806,,G3,Sam Gurr 2019 Thresholds Geoduck BOX #16
814,,D6,Sam Gurr 2019 Thresholds Geoduck BOX #16
824,,D5,Sam Gurr 2019 Thresholds Geoduck BOX #16
836,,C2,Sam Gurr 2019 Thresholds Geoduck BOX #16
840,,H4,Sam Gurr 2019 Thresholds Geoduck BOX #16
849,,E5,Sam Gurr 2019 Thresholds Geoduck BOX #16
859,,G7,Sam Gurr 2019 Thresholds Geoduck BOX #16
862,,A7,Sam Gurr 2019 Thresholds Geoduck BOX #16
880,,F9,Sam Gurr 2019 Thresholds Geoduck BOX #16
928,,I3,Sam Gurr 2019 Thresholds Geoduck BOX #16
890,,F5,Sam Gurr 2019 Thresholds Geoduck BOX #16
916,,I7,Sam Gurr 2019 Thresholds Geoduck BOX #16
917,,B8,Sam Gurr 2019 Thresholds Geoduck BOX #16
950,,I2,Sam Gurr 2019 Thresholds Geoduck BOX #16
955,,D9,Sam Gurr 2019 Thresholds Geoduck BOX #16
961,,B4,Sam Gurr 2019 Thresholds Geoduck BOX #16
975,,C7,Sam Gurr 2019 Thresholds Geoduck BOX #16
1001,,B1,Sam Gurr 2019 Thresholds Geoduck BOX #16
1036,,H1,Sam Gurr 2019 Thresholds Geoduck BOX #16
